sous_dossier,fichier,k_value,taille_matrice,nan_avant,nan_après
2,matrix_edge_26_205000.csv,25,85×195,5466,17
2,matrix_edge_43_280000.csv,5,92×156,4531,40
2,matrix_edge_43_280000.csv,6,92×156,4531,61
2,matrix_edge_43_280000.csv,7,92×156,4531,11
2,matrix_edge_43_280000.csv,8,92×156,4531,14
2,matrix_edge_43_280000.csv,9,92×156,4531,18
2,matrix_edge_43_280000.csv,10,92×156,4531,9
2,matrix_edge_43_280000.csv,11,92×156,4531,11
2,matrix_edge_43_280000.csv,12,92×156,4531,11
2,matrix_edge_43_280000.csv,13,92×156,4531,12
2,matrix_edge_43_280000.csv,14,92×156,4531,11
2,matrix_edge_43_280000.csv,15,92×156,4531,11
2,matrix_edge_43_280000.csv,16,92×156,4531,11
2,matrix_edge_43_280000.csv,17,92×156,4531,8
2,matrix_edge_43_280000.csv,18,92×156,4531,11
2,matrix_edge_43_280000.csv,19,92×156,4531,12
2,matrix_edge_43_280000.csv,20,92×156,4531,10
2,matrix_edge_43_280000.csv,21,92×156,4531,10
2,matrix_edge_43_280000.csv,22,92×156,4531,11
2,matrix_edge_43_280000.csv,23,92×156,4531,12
2,matrix_edge_43_280000.csv,24,92×156,4531,11
2,matrix_edge_43_280000.csv,25,92×156,4531,12
2,matrix_edge_8_1220000.csv,5,87×123,3427,56
2,matrix_edge_8_1220000.csv,6,87×123,3427,77
2,matrix_edge_8_1220000.csv,7,87×123,3427,21
2,matrix_edge_8_1220000.csv,8,87×123,3427,26
2,matrix_edge_8_1220000.csv,9,87×123,3427,33
2,matrix_edge_8_1220000.csv,10,87×123,3427,16
2,matrix_edge_8_1220000.csv,11,87×123,3427,21
2,matrix_edge_8_1220000.csv,12,87×123,3427,27
2,matrix_edge_8_1220000.csv,13,87×123,3427,32
2,matrix_edge_8_1220000.csv,14,87×123,3427,17
2,matrix_edge_8_1220000.csv,15,87×123,3427,20
2,matrix_edge_8_1220000.csv,16,87×123,3427,22
2,matrix_edge_8_1220000.csv,17,87×123,3427,9
2,matrix_edge_8_1220000.csv,18,87×123,3427,16
2,matrix_edge_8_1220000.csv,19,87×123,3427,17
2,matrix_edge_8_1220000.csv,20,87×123,3427,7
2,matrix_edge_8_1220000.csv,21,87×123,3427,13
2,matrix_edge_8_1220000.csv,22,87×123,3427,14
2,matrix_edge_8_1220000.csv,23,87×123,3427,18
2,matrix_edge_8_1220000.csv,24,87×123,3427,9
2,matrix_edge_8_1220000.csv,25,87×123,3427,13
2,matrix_edge_8_1095000.csv,5,96×137,4301,105
2,matrix_edge_8_1095000.csv,6,96×137,4301,147
2,matrix_edge_8_1095000.csv,7,96×137,4301,37
2,matrix_edge_8_1095000.csv,8,96×137,4301,54
2,matrix_edge_8_1095000.csv,9,96×137,4301,71
2,matrix_edge_8_1095000.csv,10,96×137,4301,44
2,matrix_edge_8_1095000.csv,11,96×137,4301,53
2,matrix_edge_8_1095000.csv,12,96×137,4301,64
2,matrix_edge_8_1095000.csv,13,96×137,4301,73
2,matrix_edge_8_1095000.csv,14,96×137,4301,59
2,matrix_edge_8_1095000.csv,15,96×137,4301,71
2,matrix_edge_8_1095000.csv,16,96×137,4301,82
2,matrix_edge_8_1095000.csv,17,96×137,4301,73
2,matrix_edge_8_1095000.csv,18,96×137,4301,87
2,matrix_edge_8_1095000.csv,19,96×137,4301,91
2,matrix_edge_8_1095000.csv,20,96×137,4301,80
2,matrix_edge_8_1095000.csv,21,96×137,4301,93
2,matrix_edge_8_1095000.csv,22,96×137,4301,100
2,matrix_edge_8_1095000.csv,23,96×137,4301,108
2,matrix_edge_8_1095000.csv,24,96×137,4301,105
2,matrix_edge_8_1095000.csv,25,96×137,4301,110
2,matrix_edge_67_365000.csv,5,84×132,3537,58
2,matrix_edge_67_365000.csv,6,84×132,3537,78
2,matrix_edge_67_365000.csv,7,84×132,3537,14
2,matrix_edge_67_365000.csv,8,84×132,3537,22
2,matrix_edge_67_365000.csv,9,84×132,3537,31
2,matrix_edge_67_365000.csv,10,84×132,3537,13
2,matrix_edge_67_365000.csv,11,84×132,3537,17
2,matrix_edge_67_365000.csv,12,84×132,3537,20
2,matrix_edge_67_365000.csv,13,84×132,3537,25
2,matrix_edge_67_365000.csv,14,84×132,3537,18
2,matrix_edge_67_365000.csv,15,84×132,3537,23
2,matrix_edge_67_365000.csv,16,84×132,3537,28
2,matrix_edge_67_365000.csv,17,84×132,3537,20
2,matrix_edge_67_365000.csv,18,84×132,3537,30
2,matrix_edge_67_365000.csv,19,84×132,3537,40
2,matrix_edge_67_365000.csv,20,84×132,3537,32
2,matrix_edge_67_365000.csv,21,84×132,3537,44
2,matrix_edge_67_365000.csv,22,84×132,3537,58
2,matrix_edge_67_365000.csv,23,84×132,3537,75
2,matrix_edge_67_365000.csv,24,84×132,3537,66
2,matrix_edge_67_365000.csv,25,84×132,3537,88
2,matrix_edge_66_70000.csv,5,73×205,5019,52
2,matrix_edge_66_70000.csv,6,73×205,5019,74
2,matrix_edge_66_70000.csv,7,73×205,5019,23
2,matrix_edge_66_70000.csv,8,73×205,5019,33
2,matrix_edge_66_70000.csv,9,73×205,5019,46
2,matrix_edge_66_70000.csv,10,73×205,5019,29
2,matrix_edge_66_70000.csv,11,73×205,5019,39
2,matrix_edge_66_70000.csv,12,73×205,5019,50
2,matrix_edge_66_70000.csv,13,73×205,5019,71
2,matrix_edge_66_70000.csv,14,73×205,5019,51
2,matrix_edge_66_70000.csv,15,73×205,5019,70
2,matrix_edge_66_70000.csv,16,73×205,5019,84
2,matrix_edge_66_70000.csv,17,73×205,5019,66
2,matrix_edge_66_70000.csv,18,73×205,5019,83
2,matrix_edge_66_70000.csv,19,73×205,5019,91
2,matrix_edge_66_70000.csv,20,73×205,5019,86
2,matrix_edge_66_70000.csv,21,73×205,5019,91
2,matrix_edge_66_70000.csv,22,73×205,5019,102
2,matrix_edge_66_70000.csv,23,73×205,5019,107
2,matrix_edge_66_70000.csv,24,73×205,5019,104
2,matrix_edge_66_70000.csv,25,73×205,5019,108
2,matrix_edge_43_75000.csv,5,92×147,4348,31
2,matrix_edge_43_75000.csv,6,92×147,4348,45
2,matrix_edge_43_75000.csv,7,92×147,4348,11
2,matrix_edge_43_75000.csv,8,92×147,4348,13
2,matrix_edge_43_75000.csv,9,92×147,4348,18
2,matrix_edge_43_75000.csv,10,92×147,4348,12
2,matrix_edge_43_75000.csv,11,92×147,4348,13
2,matrix_edge_43_75000.csv,12,92×147,4348,14
2,matrix_edge_43_75000.csv,13,92×147,4348,15
2,matrix_edge_43_75000.csv,14,92×147,4348,12
2,matrix_edge_43_75000.csv,15,92×147,4348,12
2,matrix_edge_43_75000.csv,16,92×147,4348,14
2,matrix_edge_43_75000.csv,17,92×147,4348,12
2,matrix_edge_43_75000.csv,18,92×147,4348,13
2,matrix_edge_43_75000.csv,19,92×147,4348,13
2,matrix_edge_43_75000.csv,20,92×147,4348,13
2,matrix_edge_43_75000.csv,21,92×147,4348,13
2,matrix_edge_43_75000.csv,22,92×147,4348,15
2,matrix_edge_43_75000.csv,23,92×147,4348,30
2,matrix_edge_43_75000.csv,24,92×147,4348,27
2,matrix_edge_43_75000.csv,25,92×147,4348,53
2,matrix_edge_8_1420000.csv,5,84×161,4298,52
2,matrix_edge_8_1420000.csv,6,84×161,4298,72
2,matrix_edge_8_1420000.csv,7,84×161,4298,14
2,matrix_edge_8_1420000.csv,8,84×161,4298,20
2,matrix_edge_8_1420000.csv,9,84×161,4298,28
2,matrix_edge_8_1420000.csv,10,84×161,4298,7
2,matrix_edge_8_1420000.csv,11,84×161,4298,11
2,matrix_edge_8_1420000.csv,12,84×161,4298,16
2,matrix_edge_8_1420000.csv,13,84×161,4298,20
2,matrix_edge_8_1420000.csv,14,84×161,4298,13
2,matrix_edge_8_1420000.csv,15,84×161,4298,13
2,matrix_edge_8_1420000.csv,16,84×161,4298,17
2,matrix_edge_8_1420000.csv,17,84×161,4298,10
2,matrix_edge_8_1420000.csv,18,84×161,4298,15
2,matrix_edge_8_1420000.csv,19,84×161,4298,22
2,matrix_edge_8_1420000.csv,20,84×161,4298,12
2,matrix_edge_8_1420000.csv,21,84×161,4298,18
2,matrix_edge_8_1420000.csv,22,84×161,4298,25
2,matrix_edge_8_1420000.csv,23,84×161,4298,28
2,matrix_edge_8_1420000.csv,24,84×161,4298,27
2,matrix_edge_8_1420000.csv,25,84×161,4298,31
2,matrix_edge_8_510000.csv,5,123×190,7654,139
2,matrix_edge_8_510000.csv,6,123×190,7654,219
2,matrix_edge_8_510000.csv,7,123×190,7654,37
2,matrix_edge_8_510000.csv,8,123×190,7654,52
2,matrix_edge_8_510000.csv,9,123×190,7654,70
2,matrix_edge_8_510000.csv,10,123×190,7654,18
2,matrix_edge_8_510000.csv,11,123×190,7654,33
2,matrix_edge_8_510000.csv,12,123×190,7654,47
2,matrix_edge_8_510000.csv,13,123×190,7654,56
2,matrix_edge_8_510000.csv,14,123×190,7654,27
2,matrix_edge_8_510000.csv,15,123×190,7654,33
2,matrix_edge_8_510000.csv,16,123×190,7654,39
2,matrix_edge_8_510000.csv,17,123×190,7654,27
2,matrix_edge_8_510000.csv,18,123×190,7654,33
2,matrix_edge_8_510000.csv,19,123×190,7654,37
2,matrix_edge_8_510000.csv,20,123×190,7654,26
2,matrix_edge_8_510000.csv,21,123×190,7654,30
2,matrix_edge_8_510000.csv,22,123×190,7654,34
2,matrix_edge_8_510000.csv,23,123×190,7654,37
2,matrix_edge_8_510000.csv,24,123×190,7654,32
2,matrix_edge_8_510000.csv,25,123×190,7654,32
2,matrix_edge_8_490000.csv,5,81×148,3944,48
2,matrix_edge_8_490000.csv,6,81×148,3944,64
2,matrix_edge_8_490000.csv,7,81×148,3944,13
2,matrix_edge_8_490000.csv,8,81×148,3944,16
2,matrix_edge_8_490000.csv,9,81×148,3944,17
2,matrix_edge_8_490000.csv,10,81×148,3944,12
2,matrix_edge_8_490000.csv,11,81×148,3944,13
2,matrix_edge_8_490000.csv,12,81×148,3944,15
2,matrix_edge_8_490000.csv,13,81×148,3944,16
2,matrix_edge_8_490000.csv,14,81×148,3944,12
2,matrix_edge_8_490000.csv,15,81×148,3944,14
2,matrix_edge_8_490000.csv,16,81×148,3944,14
2,matrix_edge_8_490000.csv,17,81×148,3944,10
2,matrix_edge_8_490000.csv,18,81×148,3944,12
2,matrix_edge_8_490000.csv,19,81×148,3944,13
2,matrix_edge_8_490000.csv,20,81×148,3944,9
2,matrix_edge_8_490000.csv,21,81×148,3944,12
2,matrix_edge_8_490000.csv,22,81×148,3944,14
2,matrix_edge_8_490000.csv,23,81×148,3944,16
2,matrix_edge_8_490000.csv,24,81×148,3944,6
2,matrix_edge_8_490000.csv,25,81×148,3944,10
2,matrix_edge_7_225000.csv,5,47×282,4395,28
2,matrix_edge_7_225000.csv,6,47×282,4395,40
2,matrix_edge_7_225000.csv,7,47×282,4395,0
2,matrix_edge_7_225000.csv,8,47×282,4395,0
2,matrix_edge_7_225000.csv,9,47×282,4395,0
2,matrix_edge_7_225000.csv,10,47×282,4395,0
2,matrix_edge_7_225000.csv,11,47×282,4395,0
2,matrix_edge_7_225000.csv,12,47×282,4395,0
2,matrix_edge_7_225000.csv,13,47×282,4395,0
2,matrix_edge_7_225000.csv,14,47×282,4395,0
2,matrix_edge_7_225000.csv,15,47×282,4395,0
2,matrix_edge_7_225000.csv,16,47×282,4395,0
2,matrix_edge_7_225000.csv,17,47×282,4395,0
2,matrix_edge_7_225000.csv,18,47×282,4395,0
2,matrix_edge_7_225000.csv,19,47×282,4395,0
2,matrix_edge_7_225000.csv,20,47×282,4395,0
2,matrix_edge_7_225000.csv,21,47×282,4395,0
2,matrix_edge_7_225000.csv,22,47×282,4395,0
2,matrix_edge_7_225000.csv,23,47×282,4395,0
2,matrix_edge_7_225000.csv,24,47×282,4395,0
2,matrix_edge_7_225000.csv,25,47×282,4395,0
2,matrix_edge_21_290000.csv,5,82×149,3975,78
2,matrix_edge_21_290000.csv,6,82×149,3975,107
2,matrix_edge_21_290000.csv,7,82×149,3975,11
2,matrix_edge_21_290000.csv,8,82×149,3975,20
2,matrix_edge_21_290000.csv,9,82×149,3975,26
2,matrix_edge_21_290000.csv,10,82×149,3975,4
2,matrix_edge_21_290000.csv,11,82×149,3975,5
2,matrix_edge_21_290000.csv,12,82×149,3975,10
2,matrix_edge_21_290000.csv,13,82×149,3975,15
2,matrix_edge_21_290000.csv,14,82×149,3975,5
2,matrix_edge_21_290000.csv,15,82×149,3975,6
2,matrix_edge_21_290000.csv,16,82×149,3975,8
2,matrix_edge_21_290000.csv,17,82×149,3975,1
2,matrix_edge_21_290000.csv,18,82×149,3975,3
2,matrix_edge_21_290000.csv,19,82×149,3975,6
2,matrix_edge_21_290000.csv,20,82×149,3975,3
2,matrix_edge_21_290000.csv,21,82×149,3975,5
2,matrix_edge_21_290000.csv,22,82×149,3975,7
2,matrix_edge_21_290000.csv,23,82×149,3975,9
2,matrix_edge_21_290000.csv,24,82×149,3975,8
2,matrix_edge_21_290000.csv,25,82×149,3975,13
2,matrix_edge_8_1625000.csv,5,85×178,5003,160
2,matrix_edge_8_1625000.csv,6,85×178,5003,211
2,matrix_edge_8_1625000.csv,7,85×178,5003,57
2,matrix_edge_8_1625000.csv,8,85×178,5003,73
2,matrix_edge_8_1625000.csv,9,85×178,5003,97
2,matrix_edge_8_1625000.csv,10,85×178,5003,40
2,matrix_edge_8_1625000.csv,11,85×178,5003,60
2,matrix_edge_8_1625000.csv,12,85×178,5003,79
2,matrix_edge_8_1625000.csv,13,85×178,5003,123
2,matrix_edge_8_1625000.csv,14,85×178,5003,69
2,matrix_edge_8_1625000.csv,15,85×178,5003,80
2,matrix_edge_8_1625000.csv,16,85×178,5003,95
2,matrix_edge_8_1625000.csv,17,85×178,5003,67
2,matrix_edge_8_1625000.csv,18,85×178,5003,75
2,matrix_edge_8_1625000.csv,19,85×178,5003,77
2,matrix_edge_8_1625000.csv,20,85×178,5003,69
2,matrix_edge_8_1625000.csv,21,85×178,5003,69
2,matrix_edge_8_1625000.csv,22,85×178,5003,71
2,matrix_edge_8_1625000.csv,23,85×178,5003,71
2,matrix_edge_8_1625000.csv,24,85×178,5003,49
2,matrix_edge_8_1625000.csv,25,85×178,5003,67
2,matrix_edge_8_865000.csv,5,34×446,4606,51
2,matrix_edge_8_865000.csv,6,34×446,4606,87
2,matrix_edge_8_865000.csv,7,34×446,4606,26
2,matrix_edge_8_865000.csv,8,34×446,4606,33
2,matrix_edge_8_865000.csv,9,34×446,4606,85
2,matrix_edge_8_865000.csv,10,34×446,4606,62
2,matrix_edge_8_865000.csv,11,34×446,4606,115
2,matrix_edge_8_865000.csv,12,34×446,4606,217
2,matrix_edge_8_865000.csv,13,34×446,4606,343
2,matrix_edge_8_865000.csv,14,34×446,4606,312
2,matrix_edge_8_865000.csv,15,34×446,4606,471
2,matrix_edge_8_865000.csv,16,34×446,4606,635
2,matrix_edge_8_865000.csv,17,34×446,4606,619
2,matrix_edge_8_865000.csv,18,34×446,4606,783
2,matrix_edge_8_865000.csv,19,34×446,4606,871
2,matrix_edge_8_865000.csv,20,34×446,4606,845
2,matrix_edge_8_865000.csv,21,34×446,4606,907
2,matrix_edge_8_865000.csv,22,34×446,4606,942
2,matrix_edge_8_865000.csv,23,34×446,4606,957
2,matrix_edge_8_865000.csv,24,34×446,4606,957
2,matrix_edge_8_865000.csv,25,34×446,4606,959
2,matrix_edge_33_215000.csv,5,81×134,3547,78
2,matrix_edge_33_215000.csv,6,81×134,3547,107
2,matrix_edge_33_215000.csv,7,81×134,3547,16
2,matrix_edge_33_215000.csv,8,81×134,3547,27
2,matrix_edge_33_215000.csv,9,81×134,3547,41
2,matrix_edge_33_215000.csv,10,81×134,3547,19
2,matrix_edge_33_215000.csv,11,81×134,3547,31
2,matrix_edge_33_215000.csv,12,81×134,3547,42
2,matrix_edge_33_215000.csv,13,81×134,3547,53
2,matrix_edge_33_215000.csv,14,81×134,3547,43
2,matrix_edge_33_215000.csv,15,81×134,3547,54
2,matrix_edge_33_215000.csv,16,81×134,3547,58
2,matrix_edge_33_215000.csv,17,81×134,3547,45
2,matrix_edge_33_215000.csv,18,81×134,3547,59
2,matrix_edge_33_215000.csv,19,81×134,3547,68
2,matrix_edge_33_215000.csv,20,81×134,3547,59
2,matrix_edge_33_215000.csv,21,81×134,3547,69
2,matrix_edge_33_215000.csv,22,81×134,3547,81
2,matrix_edge_33_215000.csv,23,81×134,3547,97
2,matrix_edge_33_215000.csv,24,81×134,3547,94
2,matrix_edge_33_215000.csv,25,81×134,3547,103
2,matrix_edge_7_220000.csv,5,43×402,5498,61
2,matrix_edge_7_220000.csv,6,43×402,5498,85
2,matrix_edge_7_220000.csv,7,43×402,5498,14
2,matrix_edge_7_220000.csv,8,43×402,5498,14
2,matrix_edge_7_220000.csv,9,43×402,5498,15
2,matrix_edge_7_220000.csv,10,43×402,5498,8
2,matrix_edge_7_220000.csv,11,43×402,5498,8
2,matrix_edge_7_220000.csv,12,43×402,5498,8
2,matrix_edge_7_220000.csv,13,43×402,5498,11
2,matrix_edge_7_220000.csv,14,43×402,5498,3
2,matrix_edge_7_220000.csv,15,43×402,5498,3
2,matrix_edge_7_220000.csv,16,43×402,5498,4
2,matrix_edge_7_220000.csv,17,43×402,5498,0
2,matrix_edge_7_220000.csv,18,43×402,5498,0
2,matrix_edge_7_220000.csv,19,43×402,5498,0
2,matrix_edge_7_220000.csv,20,43×402,5498,0
2,matrix_edge_7_220000.csv,21,43×402,5498,0
2,matrix_edge_7_220000.csv,22,43×402,5498,0
2,matrix_edge_7_220000.csv,23,43×402,5498,1
2,matrix_edge_7_220000.csv,24,43×402,5498,0
2,matrix_edge_7_220000.csv,25,43×402,5498,0
2,matrix_edge_43_210000.csv,5,110×114,4290,128
2,matrix_edge_43_210000.csv,6,110×114,4290,179
2,matrix_edge_43_210000.csv,7,110×114,4290,45
2,matrix_edge_43_210000.csv,8,110×114,4290,67
2,matrix_edge_43_210000.csv,9,110×114,4290,87
2,matrix_edge_43_210000.csv,10,110×114,4290,36
2,matrix_edge_43_210000.csv,11,110×114,4290,48
2,matrix_edge_43_210000.csv,12,110×114,4290,59
2,matrix_edge_43_210000.csv,13,110×114,4290,67
2,matrix_edge_43_210000.csv,14,110×114,4290,42
2,matrix_edge_43_210000.csv,15,110×114,4290,45
2,matrix_edge_43_210000.csv,16,110×114,4290,49
2,matrix_edge_43_210000.csv,17,110×114,4290,42
2,matrix_edge_43_210000.csv,18,110×114,4290,45
2,matrix_edge_43_210000.csv,19,110×114,4290,49
2,matrix_edge_43_210000.csv,20,110×114,4290,40
2,matrix_edge_43_210000.csv,21,110×114,4290,45
2,matrix_edge_43_210000.csv,22,110×114,4290,45
2,matrix_edge_43_210000.csv,23,110×114,4290,46
2,matrix_edge_43_210000.csv,24,110×114,4290,44
2,matrix_edge_43_210000.csv,25,110×114,4290,48
2,matrix_edge_8_1230000.csv,5,89×161,4810,94
2,matrix_edge_8_1230000.csv,6,89×161,4810,122
2,matrix_edge_8_1230000.csv,7,89×161,4810,12
2,matrix_edge_8_1230000.csv,8,89×161,4810,24
2,matrix_edge_8_1230000.csv,9,89×161,4810,35
2,matrix_edge_8_1230000.csv,10,89×161,4810,8
2,matrix_edge_8_1230000.csv,11,89×161,4810,12
2,matrix_edge_8_1230000.csv,12,89×161,4810,18
2,matrix_edge_8_1230000.csv,13,89×161,4810,22
2,matrix_edge_8_1230000.csv,14,89×161,4810,10
2,matrix_edge_8_1230000.csv,15,89×161,4810,13
2,matrix_edge_8_1230000.csv,16,89×161,4810,23
2,matrix_edge_8_1230000.csv,17,89×161,4810,17
2,matrix_edge_8_1230000.csv,18,89×161,4810,22
2,matrix_edge_8_1230000.csv,19,89×161,4810,25
2,matrix_edge_8_1230000.csv,20,89×161,4810,20
2,matrix_edge_8_1230000.csv,21,89×161,4810,23
2,matrix_edge_8_1230000.csv,22,89×161,4810,27
2,matrix_edge_8_1230000.csv,23,89×161,4810,45
2,matrix_edge_8_1230000.csv,24,89×161,4810,27
2,matrix_edge_8_1230000.csv,25,89×161,4810,45
2,matrix_edge_65_345000.csv,5,47×323,4960,31
2,matrix_edge_65_345000.csv,6,47×323,4960,47
2,matrix_edge_65_345000.csv,7,47×323,4960,1
2,matrix_edge_65_345000.csv,8,47×323,4960,1
2,matrix_edge_65_345000.csv,9,47×323,4960,1
2,matrix_edge_65_345000.csv,10,47×323,4960,0
2,matrix_edge_65_345000.csv,11,47×323,4960,0
2,matrix_edge_65_345000.csv,12,47×323,4960,0
2,matrix_edge_65_345000.csv,13,47×323,4960,0
2,matrix_edge_65_345000.csv,14,47×323,4960,0
2,matrix_edge_65_345000.csv,15,47×323,4960,0
2,matrix_edge_65_345000.csv,16,47×323,4960,0
2,matrix_edge_65_345000.csv,17,47×323,4960,0
2,matrix_edge_65_345000.csv,18,47×323,4960,0
2,matrix_edge_65_345000.csv,19,47×323,4960,0
2,matrix_edge_65_345000.csv,20,47×323,4960,0
2,matrix_edge_65_345000.csv,21,47×323,4960,0
2,matrix_edge_65_345000.csv,22,47×323,4960,0
2,matrix_edge_65_345000.csv,23,47×323,4960,0
2,matrix_edge_65_345000.csv,24,47×323,4960,0
2,matrix_edge_65_345000.csv,25,47×323,4960,0
2,matrix_edge_67_455000.csv,5,77×168,4200,65
2,matrix_edge_67_455000.csv,6,77×168,4200,90
2,matrix_edge_67_455000.csv,7,77×168,4200,27
2,matrix_edge_67_455000.csv,8,77×168,4200,44
2,matrix_edge_67_455000.csv,9,77×168,4200,55
2,matrix_edge_67_455000.csv,10,77×168,4200,31
2,matrix_edge_67_455000.csv,11,77×168,4200,43
2,matrix_edge_67_455000.csv,12,77×168,4200,55
2,matrix_edge_67_455000.csv,13,77×168,4200,64
2,matrix_edge_67_455000.csv,14,77×168,4200,51
2,matrix_edge_67_455000.csv,15,77×168,4200,61
2,matrix_edge_67_455000.csv,16,77×168,4200,76
2,matrix_edge_67_455000.csv,17,77×168,4200,62
2,matrix_edge_67_455000.csv,18,77×168,4200,82
2,matrix_edge_67_455000.csv,19,77×168,4200,92
2,matrix_edge_67_455000.csv,20,77×168,4200,86
2,matrix_edge_67_455000.csv,21,77×168,4200,104
2,matrix_edge_67_455000.csv,22,77×168,4200,108
2,matrix_edge_67_455000.csv,23,77×168,4200,132
2,matrix_edge_67_455000.csv,24,77×168,4200,122
2,matrix_edge_67_455000.csv,25,77×168,4200,154
2,matrix_edge_8_1135000.csv,5,103×137,4726,43
2,matrix_edge_8_1135000.csv,6,103×137,4726,64
2,matrix_edge_8_1135000.csv,7,103×137,4726,8
2,matrix_edge_8_1135000.csv,8,103×137,4726,10
2,matrix_edge_8_1135000.csv,9,103×137,4726,17
2,matrix_edge_8_1135000.csv,10,103×137,4726,2
2,matrix_edge_8_1135000.csv,11,103×137,4726,2
2,matrix_edge_8_1135000.csv,12,103×137,4726,3
2,matrix_edge_8_1135000.csv,13,103×137,4726,6
2,matrix_edge_8_1135000.csv,14,103×137,4726,0
2,matrix_edge_8_1135000.csv,15,103×137,4726,0
2,matrix_edge_8_1135000.csv,16,103×137,4726,0
2,matrix_edge_8_1135000.csv,17,103×137,4726,0
2,matrix_edge_8_1135000.csv,18,103×137,4726,0
2,matrix_edge_8_1135000.csv,19,103×137,4726,0
2,matrix_edge_8_1135000.csv,20,103×137,4726,0
2,matrix_edge_8_1135000.csv,21,103×137,4726,0
2,matrix_edge_8_1135000.csv,22,103×137,4726,0
2,matrix_edge_8_1135000.csv,23,103×137,4726,0
2,matrix_edge_8_1135000.csv,24,103×137,4726,0
2,matrix_edge_8_1135000.csv,25,103×137,4726,0
2,matrix_edge_8_70000.csv,5,85×181,4878,68
2,matrix_edge_8_70000.csv,6,85×181,4878,104
2,matrix_edge_8_70000.csv,7,85×181,4878,14
2,matrix_edge_8_70000.csv,8,85×181,4878,22
2,matrix_edge_8_70000.csv,9,85×181,4878,30
2,matrix_edge_8_70000.csv,10,85×181,4878,11
2,matrix_edge_8_70000.csv,11,85×181,4878,16
2,matrix_edge_8_70000.csv,12,85×181,4878,19
2,matrix_edge_8_70000.csv,13,85×181,4878,21
2,matrix_edge_8_70000.csv,14,85×181,4878,15
2,matrix_edge_8_70000.csv,15,85×181,4878,18
2,matrix_edge_8_70000.csv,16,85×181,4878,22
2,matrix_edge_8_70000.csv,17,85×181,4878,18
2,matrix_edge_8_70000.csv,18,85×181,4878,18
2,matrix_edge_8_70000.csv,19,85×181,4878,18
2,matrix_edge_8_70000.csv,20,85×181,4878,17
2,matrix_edge_8_70000.csv,21,85×181,4878,17
2,matrix_edge_8_70000.csv,22,85×181,4878,17
2,matrix_edge_8_70000.csv,23,85×181,4878,61
2,matrix_edge_8_70000.csv,24,85×181,4878,60
2,matrix_edge_8_70000.csv,25,85×181,4878,60
2,matrix_edge_8_515000.csv,5,118×95,3817,87
2,matrix_edge_8_515000.csv,6,118×95,3817,113
2,matrix_edge_8_515000.csv,7,118×95,3817,41
2,matrix_edge_8_515000.csv,8,118×95,3817,53
2,matrix_edge_8_515000.csv,9,118×95,3817,74
2,matrix_edge_8_515000.csv,10,118×95,3817,37
2,matrix_edge_8_515000.csv,11,118×95,3817,47
2,matrix_edge_8_515000.csv,12,118×95,3817,61
2,matrix_edge_8_515000.csv,13,118×95,3817,71
2,matrix_edge_8_515000.csv,14,118×95,3817,50
2,matrix_edge_8_515000.csv,15,118×95,3817,60
2,matrix_edge_8_515000.csv,16,118×95,3817,70
2,matrix_edge_8_515000.csv,17,118×95,3817,57
2,matrix_edge_8_515000.csv,18,118×95,3817,64
2,matrix_edge_8_515000.csv,19,118×95,3817,75
2,matrix_edge_8_515000.csv,20,118×95,3817,64
2,matrix_edge_8_515000.csv,21,118×95,3817,67
2,matrix_edge_8_515000.csv,22,118×95,3817,74
2,matrix_edge_8_515000.csv,23,118×95,3817,87
2,matrix_edge_8_515000.csv,24,118×95,3817,79
2,matrix_edge_8_515000.csv,25,118×95,3817,85
2,matrix_edge_67_405000.csv,5,99×112,3684,58
2,matrix_edge_67_405000.csv,6,99×112,3684,78
2,matrix_edge_67_405000.csv,7,99×112,3684,23
2,matrix_edge_67_405000.csv,8,99×112,3684,31
2,matrix_edge_67_405000.csv,9,99×112,3684,44
2,matrix_edge_67_405000.csv,10,99×112,3684,22
2,matrix_edge_67_405000.csv,11,99×112,3684,34
2,matrix_edge_67_405000.csv,12,99×112,3684,41
2,matrix_edge_67_405000.csv,13,99×112,3684,47
2,matrix_edge_67_405000.csv,14,99×112,3684,38
2,matrix_edge_67_405000.csv,15,99×112,3684,46
2,matrix_edge_67_405000.csv,16,99×112,3684,53
2,matrix_edge_67_405000.csv,17,99×112,3684,45
2,matrix_edge_67_405000.csv,18,99×112,3684,47
2,matrix_edge_67_405000.csv,19,99×112,3684,54
2,matrix_edge_67_405000.csv,20,99×112,3684,50
2,matrix_edge_67_405000.csv,21,99×112,3684,58
2,matrix_edge_67_405000.csv,22,99×112,3684,64
2,matrix_edge_67_405000.csv,23,99×112,3684,68
2,matrix_edge_67_405000.csv,24,99×112,3684,67
2,matrix_edge_67_405000.csv,25,99×112,3684,68
2,matrix_edge_26_135000.csv,5,89×175,4977,101
2,matrix_edge_26_135000.csv,6,89×175,4977,145
2,matrix_edge_26_135000.csv,7,89×175,4977,39
2,matrix_edge_26_135000.csv,8,89×175,4977,55
2,matrix_edge_26_135000.csv,9,89×175,4977,71
2,matrix_edge_26_135000.csv,10,89×175,4977,39
2,matrix_edge_26_135000.csv,11,89×175,4977,44
2,matrix_edge_26_135000.csv,12,89×175,4977,52
2,matrix_edge_26_135000.csv,13,89×175,4977,63
2,matrix_edge_26_135000.csv,14,89×175,4977,45
